ID,age,blockcollect,bonus,condition,correctcollect,feedback,gender,keyassignment,levinstein_acc,patternawareness,timecollect,trialcollect,traincondition
24.0,50.0,train,3.6875,m1,0.5833333333333334,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.8333333333333334,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,9979.0,32.0,m1
24.0,50.0,train,3.6875,m1,0.8333333333333334,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.8333333333333334,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,5025.0,33.0,m1
24.0,50.0,train,3.6875,m1,0.4166666666666667,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.4166666666666667,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,10250.0,34.0,m1
24.0,50.0,train,3.6875,m1,0.3333333333333333,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.5,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,11452.0,35.0,m1
24.0,50.0,train,3.6875,m1,0.8333333333333334,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.8333333333333334,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,6157.0,36.0,m1
24.0,50.0,train,3.6875,m1,0.8333333333333334,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.8333333333333334,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,8114.0,37.0,m1
24.0,50.0,train,3.6875,m1,0.8333333333333334,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.8333333333333334,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,8057.0,38.0,m1
24.0,50.0,train,3.6875,m1,0.8333333333333334,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.8333333333333334,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,10020.0,39.0,m1
24.0,50.0,train,3.6875,m1,0.6666666666666666,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.8333333333333334,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,8319.0,40.0,m1
24.0,50.0,test,3.6875,m2,0.5833333333333334,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.75,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,8870.0,1.0,m1
24.0,50.0,test,3.6875,m2,0.4166666666666667,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.5833333333333334,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,8372.0,2.0,m1
24.0,50.0,test,3.6875,m2,0.6666666666666666,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.75,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,8465.0,3.0,m1
24.0,50.0,test,3.6875,m2,0.9166666666666666,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.9166666666666666,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,6611.0,4.0,m1
24.0,50.0,test,3.6875,m2,0.9166666666666666,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.9166666666666666,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,8566.0,5.0,m1
24.0,50.0,test,3.6875,m2,0.75,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.8333333333333334,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,7147.0,6.0,m1
24.0,50.0,test,3.6875,m2,0.5833333333333334,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.75,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,7771.0,7.0,m1
24.0,50.0,test,3.6875,m2,0.5,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.75,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,8157.0,8.0,m1
24.0,50.0,test,3.6875,ind,0.9166666666666666,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.9166666666666666,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,9377.0,1.0,m1
24.0,50.0,test,3.6875,ind,0.3333333333333333,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.4166666666666667,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,11582.0,2.0,m1
24.0,50.0,test,3.6875,ind,0.6666666666666666,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.75,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,6104.0,3.0,m1
24.0,50.0,test,3.6875,ind,0.5833333333333334,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.6666666666666666,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,7709.0,4.0,m1
24.0,50.0,test,3.6875,ind,1.0,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",1.0,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,6168.0,5.0,m1
24.0,50.0,test,3.6875,ind,1.0,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",1.0,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,5982.0,6.0,m1
24.0,50.0,test,3.6875,ind,0.5833333333333334,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.6666666666666666,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,7951.0,7.0,m1
24.0,50.0,test,3.6875,ind,0.8333333333333334,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.8333333333333334,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,5671.0,8.0,m1
24.0,50.0,test,3.6875,m1,0.75,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.8333333333333334,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,10822.0,1.0,m1
24.0,50.0,test,3.6875,m1,0.4166666666666667,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.5,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,8942.0,2.0,m1
24.0,50.0,test,3.6875,m1,0.9166666666666666,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.9166666666666666,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,6573.0,3.0,m1
24.0,50.0,test,3.6875,m1,0.75,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.75,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,5352.0,4.0,m1
24.0,50.0,test,3.6875,m1,0.9166666666666666,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.9166666666666666,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,6371.0,5.0,m1
24.0,50.0,test,3.6875,m1,0.25,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.5,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,5681.0,6.0,m1
24.0,50.0,test,3.6875,m1,0.75,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.75,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,4882.0,7.0,m1
24.0,50.0,test,3.6875,m1,0.9166666666666666,Brilliantly put together and well explained experiment. I really enjoyed it and thank you for the opportunity to participate.,1.0,"['J', 'S', 'K', 'F', 'D', 'L']",0.9166666666666666,The only patterns I noticed is the first colour that was selected would flash one and then the next colour would flash up to 5 times. This appeared to happen quite a lot.,9218.0,8.0,m1
25.0,20.0,train,3.59375,m1,0.5833333333333334,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.6666666666666666,,27637.0,1.0,m1
25.0,20.0,train,3.59375,m1,0.8333333333333334,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.8333333333333334,,17253.0,2.0,m1
25.0,20.0,train,3.59375,m1,0.3333333333333333,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.5,,13184.0,3.0,m1
25.0,20.0,train,3.59375,m1,0.6666666666666666,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.6666666666666666,,10364.0,4.0,m1
25.0,20.0,train,3.59375,m1,0.3333333333333333,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.5,,10047.0,5.0,m1
25.0,20.0,train,3.59375,m1,0.75,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.75,,12273.0,6.0,m1
25.0,20.0,train,3.59375,m1,0.6666666666666666,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.75,,8321.0,7.0,m1
25.0,20.0,train,3.59375,m1,0.4166666666666667,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.5833333333333334,,16360.0,8.0,m1
25.0,20.0,train,3.59375,m1,0.8333333333333334,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.8333333333333334,,6055.0,9.0,m1
25.0,20.0,train,3.59375,m1,0.75,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.8333333333333334,,7441.0,10.0,m1
25.0,20.0,train,3.59375,m1,0.9166666666666666,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.9166666666666666,,6921.0,11.0,m1
25.0,20.0,train,3.59375,m1,1.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",1.0,,9122.0,12.0,m1
25.0,20.0,train,3.59375,m1,0.6666666666666666,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.75,,6419.0,13.0,m1
25.0,20.0,train,3.59375,m1,0.3333333333333333,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.4166666666666667,,10499.0,14.0,m1
25.0,20.0,train,3.59375,m1,0.75,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.8333333333333334,,10734.0,15.0,m1
25.0,20.0,train,3.59375,m1,0.6666666666666666,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.75,,7023.0,16.0,m1
25.0,20.0,train,3.59375,m1,0.5833333333333334,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.5833333333333334,,7816.0,17.0,m1
25.0,20.0,train,3.59375,m1,0.6666666666666666,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.75,,8970.0,18.0,m1
25.0,20.0,train,3.59375,m1,1.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",1.0,,7720.0,19.0,m1
25.0,20.0,train,3.59375,m1,1.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",1.0,,5027.0,20.0,m1
25.0,20.0,train,3.59375,m1,0.9166666666666666,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.9166666666666666,,8969.0,21.0,m1
25.0,20.0,train,3.59375,m1,0.75,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.75,,8821.0,22.0,m1
25.0,20.0,train,3.59375,m1,1.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",1.0,,10789.0,23.0,m1
25.0,20.0,train,3.59375,m1,1.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",1.0,,8214.0,24.0,m1
25.0,20.0,train,3.59375,m1,1.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",1.0,,6814.0,25.0,m1
25.0,20.0,train,3.59375,m1,0.8333333333333334,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.8333333333333334,,10347.0,26.0,m1
25.0,20.0,train,3.59375,m1,0.75,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.75,,9374.0,27.0,m1
25.0,20.0,train,3.59375,m1,0.6666666666666666,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.75,,10265.0,28.0,m1
25.0,20.0,train,3.59375,m1,0.8333333333333334,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.8333333333333334,,9404.0,29.0,m1
25.0,20.0,train,3.59375,m1,1.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",1.0,,9873.0,30.0,m1
25.0,20.0,train,3.59375,m1,1.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",1.0,,5543.0,31.0,m1
25.0,20.0,train,3.59375,m1,1.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",1.0,,7154.0,32.0,m1
25.0,20.0,train,3.59375,m1,1.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",1.0,,5785.0,33.0,m1
25.0,20.0,train,3.59375,m1,1.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",1.0,,5414.0,34.0,m1
25.0,20.0,train,3.59375,m1,1.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",1.0,,6281.0,35.0,m1
25.0,20.0,train,3.59375,m1,1.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",1.0,,6418.0,36.0,m1
25.0,20.0,train,3.59375,m1,1.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",1.0,,4582.0,37.0,m1
25.0,20.0,train,3.59375,m1,1.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",1.0,,6116.0,38.0,m1
25.0,20.0,train,3.59375,m1,1.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",1.0,,4997.0,39.0,m1
25.0,20.0,train,3.59375,m1,1.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",1.0,,7828.0,40.0,m1
25.0,20.0,test,3.59375,ind,0.5833333333333334,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.5833333333333334,,12142.0,1.0,m1
25.0,20.0,test,3.59375,ind,0.5833333333333334,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.75,,13500.0,2.0,m1
25.0,20.0,test,3.59375,ind,0.16666666666666666,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.5833333333333334,,10531.0,3.0,m1
25.0,20.0,test,3.59375,ind,0.4166666666666667,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.6666666666666666,,12200.0,4.0,m1
25.0,20.0,test,3.59375,ind,0.3333333333333333,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.5,,7445.0,5.0,m1
25.0,20.0,test,3.59375,ind,0.4166666666666667,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.5,,7007.0,6.0,m1
25.0,20.0,test,3.59375,ind,0.75,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.75,,9450.0,7.0,m1
25.0,20.0,test,3.59375,ind,0.6666666666666666,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.6666666666666666,,7585.0,8.0,m1
25.0,20.0,test,3.59375,m1,0.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.25,,9106.0,1.0,m1
25.0,20.0,test,3.59375,m1,1.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",1.0,,7798.0,2.0,m1
25.0,20.0,test,3.59375,m1,1.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",1.0,,9222.0,3.0,m1
25.0,20.0,test,3.59375,m1,1.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",1.0,,3901.0,4.0,m1
25.0,20.0,test,3.59375,m1,1.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",1.0,,4380.0,5.0,m1
25.0,20.0,test,3.59375,m1,1.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",1.0,,3819.0,6.0,m1
25.0,20.0,test,3.59375,m1,1.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",1.0,,4476.0,7.0,m1
25.0,20.0,test,3.59375,m1,0.8333333333333334,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.8333333333333334,,9503.0,8.0,m1
25.0,20.0,test,3.59375,m2,0.5833333333333334,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.75,,6541.0,1.0,m1
25.0,20.0,test,3.59375,m2,0.6666666666666666,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.6666666666666666,,7982.0,2.0,m1
25.0,20.0,test,3.59375,m2,0.9166666666666666,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.9166666666666666,,7670.0,3.0,m1
25.0,20.0,test,3.59375,m2,1.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",1.0,,8223.0,4.0,m1
25.0,20.0,test,3.59375,m2,1.0,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",1.0,,8633.0,5.0,m1
25.0,20.0,test,3.59375,m2,0.6666666666666666,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.6666666666666666,,9310.0,6.0,m1
25.0,20.0,test,3.59375,m2,0.8333333333333334,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.8333333333333334,,6927.0,7.0,m1
25.0,20.0,test,3.59375,m2,0.9166666666666666,,0.0,"['F', 'S', 'D', 'K', 'J', 'L']",0.9166666666666666,,7027.0,8.0,m1
26.0,20.0,train,4.0,m2,0.6666666666666666,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.6666666666666666,I did not see a direct pattern.,19507.0,1.0,m2
26.0,20.0,train,4.0,m2,0.8333333333333334,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.8333333333333334,I did not see a direct pattern.,10334.0,2.0,m2
26.0,20.0,train,4.0,m2,0.16666666666666666,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.4166666666666667,I did not see a direct pattern.,9055.0,3.0,m2
26.0,20.0,train,4.0,m2,0.75,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.75,I did not see a direct pattern.,10723.0,4.0,m2
26.0,20.0,train,4.0,m2,0.8333333333333334,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.8333333333333334,I did not see a direct pattern.,8846.0,5.0,m2
26.0,20.0,train,4.0,m2,0.8333333333333334,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.8333333333333334,I did not see a direct pattern.,13039.0,6.0,m2
26.0,20.0,train,4.0,m2,0.8333333333333334,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.8333333333333334,I did not see a direct pattern.,6358.0,7.0,m2
26.0,20.0,train,4.0,m2,0.4166666666666667,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.6666666666666666,I did not see a direct pattern.,7746.0,8.0,m2
26.0,20.0,train,4.0,m2,0.75,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.75,I did not see a direct pattern.,5941.0,9.0,m2
26.0,20.0,train,4.0,m2,0.8333333333333334,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.8333333333333334,I did not see a direct pattern.,10758.0,10.0,m2
26.0,20.0,train,4.0,m2,0.75,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.75,I did not see a direct pattern.,6484.0,11.0,m2
26.0,20.0,train,4.0,m2,0.75,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.75,I did not see a direct pattern.,5903.0,12.0,m2
26.0,20.0,train,4.0,m2,0.6666666666666666,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.75,I did not see a direct pattern.,6477.0,13.0,m2
26.0,20.0,train,4.0,m2,0.8333333333333334,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.8333333333333334,I did not see a direct pattern.,6099.0,14.0,m2
26.0,20.0,train,4.0,m2,0.4166666666666667,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.6666666666666666,I did not see a direct pattern.,5273.0,15.0,m2
26.0,20.0,train,4.0,m2,0.8333333333333334,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.8333333333333334,I did not see a direct pattern.,7031.0,16.0,m2
26.0,20.0,train,4.0,m2,0.75,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.8333333333333334,I did not see a direct pattern.,4496.0,17.0,m2
26.0,20.0,train,4.0,m2,0.6666666666666666,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.6666666666666666,I did not see a direct pattern.,5392.0,18.0,m2
26.0,20.0,train,4.0,m2,0.6666666666666666,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.6666666666666666,I did not see a direct pattern.,5470.0,19.0,m2
26.0,20.0,train,4.0,m2,0.75,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.75,I did not see a direct pattern.,5808.0,20.0,m2
26.0,20.0,train,4.0,m2,0.75,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.75,I did not see a direct pattern.,6863.0,21.0,m2
26.0,20.0,train,4.0,m2,0.8333333333333334,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.8333333333333334,I did not see a direct pattern.,7390.0,22.0,m2
26.0,20.0,train,4.0,m2,0.9166666666666666,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.9166666666666666,I did not see a direct pattern.,4722.0,23.0,m2
26.0,20.0,train,4.0,m2,0.6666666666666666,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.75,I did not see a direct pattern.,4206.0,24.0,m2
26.0,20.0,train,4.0,m2,0.6666666666666666,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.75,I did not see a direct pattern.,5307.0,25.0,m2
26.0,20.0,train,4.0,m2,0.9166666666666666,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.9166666666666666,I did not see a direct pattern.,4391.0,26.0,m2
26.0,20.0,train,4.0,m2,0.75,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.75,I did not see a direct pattern.,5711.0,27.0,m2
26.0,20.0,train,4.0,m2,0.75,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.75,I did not see a direct pattern.,4528.0,28.0,m2
26.0,20.0,train,4.0,m2,0.6666666666666666,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.75,I did not see a direct pattern.,4696.0,29.0,m2
26.0,20.0,train,4.0,m2,0.8333333333333334,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.8333333333333334,I did not see a direct pattern.,5762.0,30.0,m2
26.0,20.0,train,4.0,m2,0.9166666666666666,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.9166666666666666,I did not see a direct pattern.,5679.0,31.0,m2
26.0,20.0,train,4.0,m2,0.75,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.75,I did not see a direct pattern.,5160.0,32.0,m2
26.0,20.0,train,4.0,m2,0.6666666666666666,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.75,I did not see a direct pattern.,3979.0,33.0,m2
26.0,20.0,train,4.0,m2,0.5,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.75,I did not see a direct pattern.,4451.0,34.0,m2
26.0,20.0,train,4.0,m2,0.75,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.75,I did not see a direct pattern.,4399.0,35.0,m2
26.0,20.0,train,4.0,m2,0.9166666666666666,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.9166666666666666,I did not see a direct pattern.,5597.0,36.0,m2
26.0,20.0,train,4.0,m2,0.8333333333333334,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.8333333333333334,I did not see a direct pattern.,4984.0,37.0,m2
26.0,20.0,train,4.0,m2,0.8333333333333334,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.8333333333333334,I did not see a direct pattern.,7799.0,38.0,m2
26.0,20.0,train,4.0,m2,0.6666666666666666,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.75,I did not see a direct pattern.,5983.0,39.0,m2
26.0,20.0,train,4.0,m2,0.9166666666666666,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.9166666666666666,I did not see a direct pattern.,4455.0,40.0,m2
26.0,20.0,test,4.0,m1,0.5,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.5833333333333334,I did not see a direct pattern.,4840.0,1.0,m2
26.0,20.0,test,4.0,m1,0.8333333333333334,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.8333333333333334,I did not see a direct pattern.,4607.0,2.0,m2
26.0,20.0,test,4.0,m1,1.0,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",1.0,I did not see a direct pattern.,4401.0,3.0,m2
26.0,20.0,test,4.0,m1,0.5,,1.0,"['D', 'S', 'J', 'L', 'F', 'K']",0.5833333333333334,I did not see a direct pattern.,5865.0,4.0,m2
